"Taxa","Method","Group","LDA","P.unadj","P.adj"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinomycetospora","LEfSe","CW",1.87116924507886,0.00229221449715563,0.00554881437145052
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae","LEfSe","TW",1.87106517715983,9.20359368289516e-06,4.23492009595317e-05
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium","LEfSe","TW",1.87106517715983,9.20359368289516e-06,4.23492009595317e-05
"k__Archaea|p__Thaumarchaeota|c__South African Gold Mine Gp 1(SAGMCG-1)","LEfSe","CW",1.86956054906761,0.000211795772915639,0.000674770830239495
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae","LEfSe","TW",1.86907351896565,1.68651562496782e-07,1.14061714635982e-06
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella","LEfSe","TW",1.86907351896565,1.68651562496782e-07,1.14061714635982e-06
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Pseudomaricurvus","LEfSe","CW",1.86685289913274,0.000819773576929843,0.00224527683059648
"k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup 3|f__Elev-16S-1166","LEfSe","CW",1.86664447450266,0.00307793797172621,0.00704389767922107
"k__Bacteria|p__Atribacteria|c__Atribacteria Incertae Sedis|o__|f__|g__Candidatus Caldatribacterium","LEfSe","TW",1.86618230387686,8.31399819493006e-05,0.000295395972732308
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Sulfurospirillum","LEfSe","TW",1.86408833928188,6.8493866475686e-05,0.000251470338346447
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus plantarum","LEfSe","TW",1.85115237084895,7.18465556860476e-06,3.39838616159158e-05
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfurispora","LEfSe","CW",1.84869380954344,0.00395149908333992,0.00886930361937431
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfobacula","LEfSe","CW",1.84685944659681,0.00049655342503101,0.00145567563003387
"k__Bacteria|p__Hyd24-12","LEfSe","CW",1.84678914451177,0.000604597014601586,0.00170436672123518
"k__Bacteria|p__SM2F11","LEfSe","IW",1.83994361695219,1.3444579493736e-06,7.56625605085436e-06
"k__Bacteria|p__Chloroflexi|c__SHA-26","LEfSe","CW",1.83943133868655,3.17442674086197e-05,0.000126812591565004
"k__Bacteria|p__Candidate division SR1","LEfSe","CW",1.83365189186345,0.00183432151745526,0.00456950529873346
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea","LEfSe","TW",1.82040551087539,0.000575759119300914,0.00163139837393339
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia","LEfSe","IW",1.81897869468942,2.84689880087308e-06,1.48926880162938e-05
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Planosporangium","LEfSe","CW",1.80989150514764,9.34317703789148e-06,4.23740558600843e-05
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Shivajiella","LEfSe","IW",1.80828054485371,0.000497499562629288,0.00145568183220941
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Kribbella","LEfSe","CW",1.80061884390637,0.000404388508333296,0.00120890063554208
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas poae","LEfSe","TW",1.79859487197016,0.000274548042488146,0.000845016130771898
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Planctomycetales|f__Planctomycetaceae|g__Candidatus Nostocoida","LEfSe","CW",1.79298456202229,0.00359590487361634,0.00810655747824034
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Vallitalea","LEfSe","CW",1.79163192810095,0.00097357248809408,0.00260633468166853
"k__Bacteria|p__GOUTA4","LEfSe","CW",1.78999534064208,0.00151761775106565,0.00388087325396888
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Syntrophothermus","LEfSe","TW",1.78932199212629,2.00930678835798e-05,8.51195348254947e-05
"k__Bacteria|p__Actinobacteria|c__Rubrobacteria","LEfSe","CW",1.78117920522006,0.00163913430520106,0.00413673502229137
"k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales","LEfSe","CW",1.78117920522006,0.00163913430520106,0.00413673502229137
"k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae","LEfSe","CW",1.78117920522006,0.00163913430520106,0.00413673502229137
"k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae|g__Rubrobacter","LEfSe","CW",1.78117920522006,0.00163913430520106,0.00413673502229137
"k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Alterococcus","LEfSe","TW",1.78059240634856,0.000298361016879687,0.000909234561321103
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Aminobacter","LEfSe","CW",1.7798748414193,0.000926755855853588,0.00251152465681236
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__KD3-93","LEfSe","TW",1.77832773730466,0.000252959650601431,0.000786418913764933
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Paucisalibacillus","LEfSe","CW",1.76141365303679,0.00054979675841625,0.00158464785322964
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella paramesenteroides","LEfSe","TW",1.76079085601257,3.419765367372e-06,1.74035584042496e-05
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__EC3","LEfSe","CW",1.74370531136649,0.0017508970643659,0.00438292739164322
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales","LEfSe","CW",1.73896654854218,0.00054235255520478,0.00156611917626549
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Arcticibacter","LEfSe","CW",1.73440633723022,0.00239883799456341,0.00573489641490973
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__AKYG937","LEfSe","CW",1.71424410843022,0.00055705807906007,0.00159004235116635
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfococcus","LEfSe","CW",1.7137722350443,0.00232807632740838,0.00560920890134957
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda","LEfSe","CW",1.70170404153304,6.52033528533478e-06,3.11280402785951e-05
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter","LEfSe","TW",1.68635692604732,0.000169676508058573,0.000559062340654528
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Dyella","LEfSe","CW",1.6669665554731,0.000333293457485943,0.0010077225714575
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Eel-36e1D6","LEfSe","CW",1.66595959480959,0.000397502809880822,0.00119250842964247
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae","LEfSe","CW",1.64822937173053,0.00112816611790521,0.00294852907425395
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Brochothrix","LEfSe","CW",1.64822937173053,0.00112816611790521,0.00294852907425395
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus","LEfSe","TW",1.61423263977215,7.78141001924417e-05,0.000281005485940855
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinopolysporales","LEfSe","CW",1.60959271209173,0.00100200289878509,0.00265936053343651
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinopolysporales|f__Actinopolysporaceae","LEfSe","CW",1.60959271209173,0.00100200289878509,0.00265936053343651
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinopolysporales|f__Actinopolysporaceae|g__Actinopolyspora","LEfSe","CW",1.60959271209173,0.00100200289878509,0.00265936053343651
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Phaeochromatium","LEfSe","CW",1.60308428529007,0.000264501727677133,0.000817544346285225
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium","LEfSe","CW",1.59004744733411,0.000173579578091732,0.000568620011892085
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Moorella","LEfSe","TW",1.58514201435988,9.21731421975967e-05,0.000323024966519759
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__SS1-B-06-26","LEfSe","CW",1.58324940837156,0.00190311791896746,0.00473323843717391
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Portibacter","LEfSe","CW",1.577321651213,0.00226997267472439,0.00551228010145671
"k__Bacteria|p__Planctomycetes|c__Planctomycetacia|o__Planctomycetales|f__Planctomycetaceae|g__Zavarzinella","LEfSe","CW",1.56970608175935,0.0027789516649287,0.0064926416171516
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Elstera","LEfSe","CW",1.56428272611257,0.00356351525656159,0.00804530091598532
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae","LEfSe","CW",1.54782651126145,0.000557855325538907,0.00159004235116635
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Ilyobacter","LEfSe","CW",1.54782651126145,0.000557855325538907,0.00159004235116635
"k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Olleya","LEfSe","CW",1.54133614700439,0.00281495205160086,0.006546992554402
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Gemmobacter","LEfSe","CW",1.53497976179188,0.00212225315030493,0.00518623511532519
"k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__D-C06","LEfSe","TW",1.49639588116265,8.01503401222406e-05,0.000287422847601151
"k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter","LEfSe","CW",1.48940509677101,0.00108636562726656,0.00285379181813465
"k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Thermodesulfovibrio","LEfSe","CW",1.48004017940898,0.00406296495083341,0.00907984341186249
"k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Subgroup 12","LEfSe","CW",1.43961226384824,3.09021148794945e-05,0.000124415303248513
"k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halogranum","LEfSe","CW",1.42508196689828,0.000557376877355943,0.00159004235116635
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Sporichthyaceae|g__Candidatus Planktophila","LEfSe","CW",1.37349070895935,0.000843115155822006,0.00230511271325804
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Labrys","LEfSe","CW",1.35767283303297,0.0032687885857433,0.00746736592476469
"k__Bacteria|p__Cyanobacteria|c__Cyanobacteria|o__SubsectionIII|f__FamilyI|g__Microcoleus","LEfSe","CW",1.31915836251727,0.00294234887599119,0.00679206881254253
"k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Rufibacter","LEfSe","CW",1.15557448416226,0.00250825818384279,0.00596180267537914
